Year,Month,ACAD,ARCH,BADL,BIBE,BISC,BLCA,BRCA,CANY,CARE,CAVE,CHIS,CONG,CRLA,CUVA,DENA,DEVA,DRTO,EVER,GAAR,GLAC,GLBA,GRBA,GRCA,GRSA,GRSM,GRTE,GUMO,HALE,HAVO,HOSP,INDU,ISRO,JEFF,JOTR,KATM,KEFJ,KICA,KOVA,LACL,LAVO,MACA,MEVE,MORA,NERI,NOCA,NPSA,OLYM,PEFO,PINN,REDW,ROMO,SAGU,SEQU,SHEN,THRO,VIIS,VOYA,WHSA,WICA,WRST,YELL,YOSE,ZION
2011,SEP,387868,136246,116187,24934,31260,26905,194029,63613,97230,23816,21264,15493,79495,199990,45263,98093,3910,42787,860,320813,66794,16501,410636,26900,882269,403649,11106,83297,97609,206766,147977,1332,143292,71694,8731,125582,69304,1300,161,68174,33530,70453,196242,93298,4312,2284,380517,56604,38294,45916,483780,30047,112027,112131,67619,11686,22804,37982,68973,7331,536349,533502,324727
2011,OCT,270477,92728,40910,37912,28514,12297,117262,57486,69650,24712,19337,11676,28060,225421,954,50717,3006,54443,2,54356,173,7180,348203,14625,1133530,141259,17482,84262,99271,128869,154666,272,142409,102752,0,0,48408,1400,400,27290,38185,37264,66499,130933,1032,763,194130,52807,25698,33542,264617,47128,67767,238482,63658,23715,500,36776,23741,530,175433,360449,273876
2011,NOV,34192,30863,17133,40991,21045,5031,33402,13544,17561,19532,11667,9825,5559,126099,273,58123,5212,76578,25,13797,173,3287,201809,4718,605743,33293,13697,80617,117713,97348,67993,39,97614,135131,0,0,21604,1200,150,5949,18470,9906,31614,39493,49,758,91620,30612,22984,12248,68076,62820,37787,89114,33807,32101,150,28761,14516,60,12198,139079,145158
2011,DEC,11343,15562,12511,17593,26675,3986,21291,5988,9260,19915,12182,6781,0,114911,260,32219,5477,90890,87,10560,173,1931,171035,2403,471603,39525,8530,84194,112710,74262,59354,20,80979,115501,0,0,18764,1200,150,5505,12559,7701,20166,27050,46,388,78846,19887,26752,13921,61749,52058,29990,22508,4388,47922,590,23175,16869,35,16514,127621,76687
2010,JAN,10510,8713,6696,24619,17535,2519,12402,3146,5999,15223,19213,5241,5822,108972,298,54678,2975,104491,134,10005,173,958,120409,1328,303318,40509,10218,92840,111328,57714,55054,69,57518,106932,0,50,20643,101,80,8364,6653,4212,25416,31901,74,141,95417,16532,8594,20500,64618,71191,30283,3576,649,36384,3863,23678,11939,25,25595,96089,54928
2010,FEB,13398,11746,6722,25146,18381,3034,14957,4617,6436,14125,23044,17022,6319,80931,669,79196,2974,112674,102,10811,175,1713,124573,2110,239587,40495,9075,92510,106127,45426,62911,51,61079,123925,0,46,17933,101,120,4842,7299,4549,27854,26489,205,135,87317,19812,11949,13621,44576,73176,21838,1144,2273,56165,8310,24772,10993,95,29108,100379,62099
2010,MAR,26080,57623,7752,66156,29620,3199,38460,23171,21848,46720,24377,21712,9465,155486,1178,133300,6156,137350,99,14646,162,2087,312903,9530,505950,47742,21137,94951,106614,121062,82251,42,162697,207336,0,127,21025,133,175,7146,36041,12112,26409,49982,404,181,114917,46188,31234,19051,70117,116329,37947,33230,5738,65158,2894,53418,19736,230,21028,149651,171079
2010,APR,57992,93999,23423,53823,46593,4421,72125,52536,56137,32038,22903,3936,7509,238394,2952,158319,4785,91638,0,24111,238,5830,375136,9083,848946,47575,19471,89196,98318,80605,121602,94,175883,190427,0,40,26051,265,165,7428,56275,26390,23661,37897,182,276,160423,61884,46729,25252,69097,80796,53237,94931,37379,119783,441,45379,36717,520,32763,224461,277599
2010,MAY,169898,135670,71909,30595,60484,21259,154228,64530,100098,39024,26806,9081,25586,309477,29350,63622,5316,67704,456,106316,60540,7125,399037,44932,792980,161320,18513,94632,105848,137294,254665,652,195918,131035,100,17651,53571,223,600,18154,41490,54833,56037,104554,774,510,224279,63345,36225,32892,180710,55502,100412,119576,61723,33566,30282,47910,56147,3416,250445,382414,304278
2010,JUN,286635,151209,192904,13561,61808,24477,190632,59457,92844,55890,27992,9992,62567,273111,90821,98967,7584,46388,2547,337120,104399,10947,555941,56799,1359978,450650,16939,94423,115885,165950,305983,2372,247616,76320,8143,56375,82339,268,1588,50934,67955,111802,186060,147427,2581,291,283713,107872,12191,56028,441738,35360,124164,127861,101545,31782,49250,43746,77640,16959,694841,521059,331185
2010,JUL,545382,145489,238189,15643,59771,35398,235722,46510,89045,75093,29118,10169,116691,271603,110592,103919,7073,55954,3191,673359,105344,18086,647636,60734,1403978,628355,17741,105196,129048,170185,454424,5245,817243,72789,25238,73916,115369,288,2309,90517,107740,116017,276729,233270,7118,183,515266,103143,18589,67234,668418,36731,198203,175626,114893,34048,70657,53842,123652,25212,957785,643566,362881
2010,AUG,627918,139304,230914,34652,54211,27367,211111,54274,81665,43954,32454,6829,90827,304191,104398,65201,4978,52731,3419,632971,106284,15322,629167,46552,947311,598412,16354,105189,112397,115694,370482,5463,240563,80053,13177,63456,96700,279,2580,74012,69905,101458,287090,208006,7983,101,648734,83489,27740,70215,574638,34563,173300,163613,104439,24919,48756,40921,120313,20671,854837,659857,332796
2010,SEP,431001,138442,130822,13458,32666,24297,213022,60977,111460,26303,22813,7187,79222,254221,37428,92876,2526,52433,760,300275,66647,14550,477863,28728,845410,421830,14761,98133,97509,145083,182416,1514,159827,81596,8474,82895,80168,413,1564,63200,36347,69169,160833,110412,3971,79,329213,45049,22176,43030,461942,35949,125658,150140,66014,9376,37788,41077,68802,5417,550504,520210,319838
2010,OCT,289114,89929,46929,15349,43032,21331,96075,50808,73327,28705,16520,13568,30803,258050,764,47898,1929,64447,10,66155,222,7836,359758,16344,1252357,149581,21011,85258,95689,120130,143659,237,149590,117098,0,0,49149,419,450,45603,39291,40243,66114,139310,1354,217,172354,59877,11186,35534,245770,53198,70483,281998,90047,13664,834,38094,26270,530,189072,356370,236316
2010,NOV,36736,29343,13368,52485,23102,3646,30633,11819,16115,25756,19691,11640,8807,117910,173,59756,4509,48242,17,13541,173,2866,219474,4759,621211,39805,16423,77317,112732,92167,66410,38,105479,134653,0,39,17668,379,150,7908,18619,10758,35042,39079,9,401,147838,31774,10486,16390,67862,72830,39095,89312,35157,27214,155,28330,13067,60,16819,148459,143272
2010,DEC,9544,12938,8150,26843,20409,5396,16125,4063,7687,25693,12584,4831,4701,120324,232,27043,3085,81486,105,10738,173,1550,166489,2385,342512,43100,10567,75961,113172,60497,50488,16,62697,112812,40,3001,17589,295,150,6462,9610,8169,20509,22886,4,491,65092,25760,9476,19073,66335,51989,28359,12379,3891,41418,661,29754,11865,35,17388,98893,69701
2009,JAN,9366,11684,7332,38612,34397,2896,13118,3792,6200,18678,17352,4982,6283,103680,64,46010,3685,104251,19,9800,173,1445,135463,1130,323614,43659,9877,89951,104071,55192,42892,31,67708,98513,10,53,21375,84,153,6390,7775,4978,14766,33722,25,281,108180,23447,10531,17078,70858,79316,27347,15414,351,48159,3153,27630,12433,25,24770,101984,60204
2009,FEB,9751,15488,7639,27275,24041,2936,33512,5886,7561,17729,24320,9081,5796,95854,871,45168,4339,107537,81,11642,175,1331,132865,2474,334515,43129,10818,87466,106169,58258,47599,32,77608,97112,10,170,17979,48,160,7149,7017,5435,17919,24322,15,281,108615,22169,9937,16957,58375,79820,25630,20070,1123,49841,5942,25353,12032,95,28355,78795,62964
2009,MAR,19258,66898,11875,47909,24164,4137,46912,31146,23052,49446,35244,11524,6622,125105,723,92935,5396,115054,80,10647,164,1743,310717,9912,521140,44492,21820,93639,106949,92697,110867,43,148648,171428,10,131,27272,58,197,6555,33248,14645,13917,44102,15,281,130282,47979,22877,32644,75022,110768,50551,30970,3108,56261,5371,55379,17916,230,17317,132711,167246
2009,APR,59277,91114,25911,54443,33513,6378,82012,44339,54627,35488,36596,13695,10818,257775,1549,68675,5546,93031,12,21805,157,5216,393469,9068,770585,48206,17806,88113,98328,95316,100971,72,159656,177361,10,37,33067,85,175,6492,51754,23865,22254,58703,170,281,131420,51164,24219,29017,58842,68006,57885,77195,26401,55164,258,45170,35864,520,24831,230828,271709
2009,MAY,129885,139332,69831,26176,55053,17349,129863,66797,92630,38857,39758,20902,25533,235029,24759,64187,5227,64156,41,102993,60736,7583,432940,43265,788974,177624,17903,88255,93725,122783,207383,653,195478,123705,250,20862,69324,85,525,21683,45077,52419,66161,93318,542,281,296279,60677,15938,45772,207827,44619,106045,111110,59694,32751,27320,48085,57317,4239,261763,399683,296330
2009,JUN,244780,140161,189139,24593,53902,28824,174582,63943,81430,56293,29663,7011,61929,297327,90662,94520,5271,48696,2533,327572,99356,13045,529833,63117,1181938,435542,15063,94221,113992,137184,293039,2465,254753,74463,14020,53069,74804,323,1687,54537,70509,108944,184078,140609,1876,358,390715,97659,11841,63174,426453,34837,116902,121161,79023,36183,44862,47424,86541,13504,643844,483382,366004
2009,JUL,457622,133854,249779,17780,60824,33975,199518,44514,84737,74640,42749,9052,108906,347105,102992,59806,7116,55364,3471,603681,107466,15398,658993,63938,1404034,622045,16940,99033,120705,150437,392247,4288,659749,65923,24825,58793,106007,277,2024,82833,108505,118091,269951,223715,8505,308,511702,98618,13668,75108,626907,36024,172196,163916,119531,34753,47900,51793,123552,18660,900515,586591,368933
2009,AUG,586446,133880,215299,16096,46295,28343,194750,50513,72759,49047,46835,7381,108605,309167,97307,103181,4291,51957,3020,541997,98353,14487,600442,48506,1035277,568122,13561,101092,111729,145757,344229,5332,335663,67161,1950,61289,93105,290,2430,81082,72432,98797,267980,212291,9802,522,714948,79073,13936,57666,568455,34077,166989,160076,110833,19910,48532,44616,116841,16002,752983,643300,372157
2009,SEP,399789,131913,105471,21066,18937,26428,186023,59475,95922,27056,29820,11086,72444,250824,37707,90401,2407,44519,659,325257,71146,14035,425737,27018,845655,393873,13660,91915,89659,132538,178591,1524,152976,79011,1950,21783,70631,112,1625,57226,35527,67224,175431,118164,4787,423,408782,50338,12659,47505,443488,32817,104422,124997,69061,8056,25414,38540,78794,6066,489438,471530,306161
2009,OCT,258007,86601,32610,24435,35030,11553,105790,47701,73782,24765,19619,11511,27380,278090,969,75587,1996,54642,0,49525,325,6705,352207,14490,1052137,124607,21701,96944,84031,125633,101558,145,130503,119870,0,2149,51230,212,450,24094,37200,37587,65988,132724,609,0,218816,50575,10189,23753,171959,39052,69113,217307,82152,11708,10843,33453,20414,530,123867,346826,265095
2009,NOV,44042,31714,12886,33971,26938,6075,33695,14397,17171,20582,14275,10762,7975,172849,183,62533,2890,69927,0,15801,155,2471,214355,4822,708797,37574,25371,87149,95842,106864,80610,19,102587,126299,0,8,26956,128,135,9087,22726,11591,29473,40142,524,113,143775,30016,12954,20681,67894,50985,37215,74013,32400,29023,2330,28816,14040,60,9397,151297,132998
2009,DEC,9475,13673,6146,31549,24651,2557,16602,3738,7337,20058,12514,5983,4225,116483,255,25571,3847,91748,59,10628,155,1515,161047,2215,524771,41208,14362,91326,107905,62048,44582,49,74780,103625,0,14,17546,177,150,8511,12086,6801,23736,22506,102,113,112945,19898,12363,15071,46245,54913,30875,4752,3251,34038,504,24908,12124,35,18107,110545,65601
2008,JAN,10744,9095,7836,23357,23086,2070,11024,3148,7397,15040,13861,6444,12451,102496,351,22274,3648,87123,39,9324,173,1636,123600,1091,322865,42940,8599,104019,125819,54949,103752,38,59291,102205,0,223,22248,61,140,6303,7054,4096,21814,27605,34,259,85799,17138,9246,11585,62228,85391,27643,15983,771,59823,3038,20652,13350,25,26864,95124,56137
2008,FEB,11131,13435,7351,31187,38107,2196,14488,5925,10149,14496,19698,13877,13386,161192,702,33008,4534,111172,0,10966,175,1059,146730,1770,340558,43991,10018,83102,112535,55289,97179,32,62121,127998,0,173,21445,70,140,5568,8830,6240,20309,29519,16,338,88928,17807,10297,15776,58860,81943,28943,14836,1173,57567,8068,23970,11963,95,33557,107729,62044
2008,MAR,17489,66408,13937,50880,41725,3064,42956,31036,32754,51488,30885,12122,2661,111166,918,108197,5749,104390,44,13850,173,1847,358409,9751,553078,43724,20882,107714,112830,101016,67309,37,143284,260407,25,224,30603,95,185,6996,37805,18573,21118,42455,7,113,121254,42970,17836,32329,71260,122037,47827,43857,3409,60965,441,58343,21344,230,19147,153735,187814
2008,APR,53798,83695,19620,54293,49551,4434,75143,51242,52504,25612,29361,11080,26931,186788,1959,76141,7251,82543,0,17129,160,4496,377542,9195,628593,39193,16088,97604,74183,100055,108459,66,131112,177975,0,0,32721,45,170,7722,35825,24653,22166,68642,170,202,127008,39880,30528,32014,63083,67583,49940,56576,34042,46403,210,42043,30138,520,24433,199592,242778
2008,MAY,125679,133195,62637,42056,55351,19572,107709,64088,85845,41793,22006,11671,20379,203352,27773,83457,6049,60147,538,85554,63241,6307,453651,38496,783847,178458,16291,106353,102657,117306,147595,579,202886,113044,0,14286,59151,66,244,22446,43988,56220,62793,119774,525,200,253117,49667,15061,39308,165489,47259,100694,110812,41858,38131,27215,43971,68310,5127,217938,361193,302002
2008,JUN,263542,124451,169249,20538,48754,19712,172120,51055,78268,50716,36709,6699,48406,361457,114888,65350,7048,50393,2788,287059,90469,11039,530291,57256,1063589,452102,12107,107207,109068,142443,230591,2569,237567,60395,3450,68501,70849,165,730,54644,63600,107110,176513,157801,2096,138,454678,72481,11163,53062,420334,33241,111533,121783,70534,42800,45229,39064,68523,14698,593405,473186,354527
2008,JUL,470295,121038,216713,14128,75299,33123,183100,42179,79735,65639,46116,3749,95659,427995,129762,107479,7695,54174,3777,523881,98691,12958,644915,61275,1257396,587324,13175,105028,125588,154249,387513,4184,332003,64621,0,83794,95855,293,1255,84863,92067,113173,240097,211235,5296,1125,469753,76798,12077,63712,611760,38548,166615,136795,108212,40849,48316,49156,104547,21115,808110,539874,360046
2008,AUG,514443,129843,201226,14082,45413,27066,173837,60216,86279,47223,46593,7282,102700,422704,119541,114524,4011,44632,3597,514317,95191,11618,633985,47518,1049206,527256,12228,115471,119564,125120,305361,5186,232820,66032,4495,80307,95908,247,1270,85597,66694,98280,267285,209423,6800,135,634421,78078,14877,53025,533886,38285,176568,159553,97342,30706,48362,39506,138943,17490,731063,543799,368739
2008,SEP,319582,124268,94323,21681,31468,21143,156547,62861,92384,20607,30425,8941,59111,256417,35623,109326,2448,27457,545,262782,70034,9488,433030,26812,819816,347239,12170,91232,85911,115874,140252,1107,130797,78831,0,23288,55771,259,1210,60012,24794,69946,182021,92824,3287,132,358070,49168,15065,42411,424613,30789,90212,87459,49392,10054,26385,32780,67418,5768,437552,416918,312606
2008,OCT,246533,80194,36505,27794,113151,14443,64776,45861,55865,22358,23139,7295,23117,309012,521,71902,4124,43760,0,58605,250,5738,359396,13767,1096711,142499,16631,94421,103255,114971,130188,194,246550,117308,0,1373,47003,106,1158,27025,36364,38298,77884,167973,399,275,234011,46655,11681,20725,213467,41221,61435,220661,92899,20081,11444,29712,24698,530,145488,295547,254187
2008,NOV,32759,29604,9329,30998,96736,6925,26575,14501,18060,20657,18847,8327,6964,140200,114,51181,5199,70884,0,16544,179,1791,209843,5090,652023,42483,15239,88487,98361,93478,61223,19,107076,129558,0,21,26173,80,150,8610,18314,9712,57298,47793,60,153,157669,28102,9846,16505,74914,48324,38753,90168,14415,24765,2384,27251,12114,60,12671,146838,126588
2008,DEC,9862,13569,7008,31518,67421,6437,15046,4603,5571,24752,14537,7426,3921,145454,157,29099,6191,85443,69,8016,175,1258,153922,1882,476328,38778,10281,84430,100767,63397,54174,27,69303,94072,0,0,17143,78,150,7575,10839,5145,13929,37810,35,613,96743,24970,9311,16447,57496,64516,29848,17395,2757,36890,493,32063,12085,35,16352,97979,62686
2007,JAN,12415,10681,14820,23310,44672,7105,11493,3378,5904,10763,16087,6538,13959,101974,3136,33933,4966,100546,1,12167,173,1427,139636,1062,350818,45940,7222,107402,135389,50806,101425,48,58501,95278,100,184,19707,21,165,6489,8468,4101,1337,17687,27,674,94454,18806,10006,14472,51340,63711,29878,13113,1202,66298,2897,16657,12702,25,25476,99892,68640
2007,FEB,11068,15453,7448,36824,34284,5254,13873,5987,7167,13625,23541,6522,850,96340,3769,31820,4159,102862,2,12086,168,943,155049,1270,342540,43080,8607,89838,127203,59103,90281,30,61331,124960,100,121,19583,20,145,5127,7241,6533,663,21658,15,687,105116,21110,11119,10852,51929,75078,28433,9149,1211,66038,4763,20310,12201,95,30928,100941,71530
2007,MAR,19220,63618,15319,80773,45363,14622,37298,26304,24592,45682,38890,13128,6466,178670,5846,62036,6219,241397,8,26534,168,2052,332226,11043,564878,62337,20504,115461,111108,120640,121486,49,150464,149974,100,114,22021,46,175,7026,35698,18123,1306,50069,35,923,110831,52139,17662,13897,77306,94263,44561,33699,2797,75543,4339,49431,18659,230,20225,135925,176622
2007,APR,61775,90031,24350,36261,45652,14944,76671,49333,58371,32439,35241,12783,21457,166334,2665,62265,6055,101656,0,34659,184,5561,431874,10436,701353,49303,15306,106371,113100,102874,184872,70,179131,166256,200,2,29968,53,160,8826,49478,24362,5582,67884,173,619,125060,39350,30226,26783,75190,74777,60206,67532,17243,54732,395,42698,42150,520,27798,219854,286701
2007,MAY,132152,111652,68211,17461,40736,22728,118269,59677,81026,38622,30366,11094,27607,208068,37143,66975,6045,60350,349,137220,58969,9553,443773,39298,810438,188612,16390,118534,113226,131133,227415,710,193919,105744,0,15744,59223,63,225,28153,44526,54087,60261,135148,629,619,308662,55319,15504,30488,188187,45859,103903,115809,34709,45967,27169,45072,62634,3856,264203,374184,281149
2007,JUN,273765,109027,177612,17264,52932,30105,152132,44744,74525,54475,37646,8026,61358,351112,111767,50866,7230,48303,2926,341317,94785,15267,515106,58386,1116371,454382,14313,120650,130087,148778,266917,2857,243622,68848,13789,69895,71757,81,735,58337,66555,101158,173843,164989,2246,664,291907,80647,11041,54956,468770,30128,121408,125902,79894,48963,44506,46638,79950,13853,609606,466054,333005
2007,JUL,461894,112167,217962,20924,62126,33598,154166,38247,63676,73537,43741,14914,105139,308512,129454,57166,7119,53336,3473,621046,103937,12986,604185,63461,1313210,591627,16695,129311,151606,160579,308973,5377,770243,68325,24554,89462,103295,144,1240,91548,106132,108353,231630,230482,5737,619,405967,85333,12406,63493,653885,37553,167721,158668,108614,51184,48480,55098,136038,18667,822773,543235,338116
2007,AUG,544892,106047,201031,14233,52222,29479,160379,46957,69827,47673,43895,12167,105549,321610,116065,72478,5689,49587,3588,492343,103240,13111,580670,46389,1011693,540336,13857,148140,136842,116595,220205,5249,262811,73565,43791,78738,91726,141,1205,92588,62598,103321,243245,201640,6867,619,731346,68420,13598,63541,559939,37745,167421,135534,101104,38168,48738,38696,120220,16523,710781,550172,337824
2007,SEP,371217,120301,95505,23148,41955,24181,149393,70170,88350,28096,36658,8735,72140,245970,47150,63281,2753,79819,585,311589,75990,11341,424493,30778,951432,397285,10715,104875,99929,112463,183060,1265,166798,76578,0,26340,65545,67,974,55086,35703,67942,171254,96371,3336,305,387414,45773,8144,48081,442327,39608,106067,137702,64598,17759,25864,35226,63152,6691,463994,417882,314290
2007,OCT,263311,77963,42105,33960,31017,23626,90861,48970,57927,25519,21340,7403,26474,280078,807,82269,2468,81573,0,66059,225,6212,362602,16452,1092798,126744,17365,114805,107178,127010,85851,217,145347,107220,0,3952,50086,100,230,25758,39479,31684,76561,122274,433,219,200700,46959,13373,24470,204583,45484,69940,206362,37618,24705,10747,33555,30479,530,139789,298122,253572
2007,NOV,41449,30536,14174,29212,32998,11811,32988,19113,17200,17738,16468,8235,23676,118438,329,65588,4184,74858,3,18688,222,1982,235217,4824,677203,45122,14843,66799,121106,103194,87854,31,90539,156581,0,31,26383,78,150,9555,19583,12157,59111,38454,36,154,142776,28604,10652,18068,70953,49275,47773,88971,5894,39253,2384,25260,13976,60,15362,178846,129962
2007,DEC,9070,12705,8117,31486,33485,2123,15040,4680,6342,21391,16933,5979,4283,109550,177,55445,4008,80477,7,9621,150,929,188837,1722,439519,43806,9293,100631,121005,66977,94005,70,62681,105650,0,21,20835,33,145,6564,11844,9281,22892,31356,0,672,84453,21130,7288,16070,50974,64996,32226,14786,1704,42772,368,28401,10997,35,20408,118321,65870
2006,JAN,13494,12841,9365,16898,41208,2438,13772,4601,5075,16522,16009,7511,4039,165462,442,47518,3316,90074,24,10009,77,1609,163222,2489,363998,42429,11031,125084,113786,63291,79738,52,86281,104777,0,24,20063,101,130,6795,22036,5200,24201,24342,6,59,91371,23981,8008,12674,55549,67957,32103,16328,1256,78443,3911,23988,15475,25,23989,104591,71680
2006,FEB,12924,20728,8129,27261,34520,2210,15329,5872,6834,16466,22396,4133,4379,246261,272,57656,4142,112603,0,10702,173,925,178982,3245,332912,47055,10526,110578,113477,45513,91209,35,93943,117045,0,87,18436,121,145,6231,10776,6847,24967,23041,13,59,94011,25414,14584,13185,51901,80926,30055,14081,1874,61814,12783,23989,12343,95,29011,101194,70170
2006,MAR,21695,67550,12192,46614,39131,5605,31152,26198,18086,49056,30129,16025,5295,155013,891,79684,6295,115621,14,12439,173,1904,296498,9257,557555,44281,22156,121767,134364,85903,142869,51,184065,152137,100,305,17507,177,180,6289,37930,13867,24515,35671,75,56,99138,39825,11086,15747,59636,91782,42372,39156,2552,85149,4447,50297,15774,230,18879,125556,144186
2006,APR,59034,84244,21437,38497,50254,6675,74520,41683,55649,36439,35366,17130,9737,181654,7764,77945,6956,90708,11,23373,173,5104,419253,11783,725298,43722,16446,111260,128815,119459,172698,82,204230,189636,200,250,26699,126,175,7186,60784,25631,27674,65440,0,146,134679,48584,31258,25911,73816,69239,57708,78772,12812,80328,370,51423,38286,520,29381,189472,264821
2006,MAY,120889,110564,62224,24876,50464,17967,104013,56029,76723,37052,32466,12478,20278,222555,28829,71881,7831,55507,113,100842,57883,8552,451576,35425,732978,160378,16145,117049,148039,138477,237535,711,203212,108837,250,15817,55953,132,220,20568,50417,55129,52860,99054,552,97,228334,55235,17503,22586,187936,43282,104572,103065,34970,61434,27448,44647,61575,2882,230762,309387,277849
2006,JUN,244333,102061,165119,18796,65065,24686,125785,43372,66146,51714,39562,13449,52442,285798,111060,50011,7725,49018,2495,324244,92495,14197,509456,48548,1113186,427444,14344,141643,204521,138477,222296,2809,259517,67150,13789,62450,70636,564,895,43326,80033,105832,162783,146876,1865,77,291704,87943,13147,45470,451277,31219,115062,109042,80040,59656,44853,42560,83310,11325,557213,382972,325124
2006,JUL,476631,101297,203452,14555,83212,27032,138960,54498,65369,71849,50276,9713,101557,237651,123246,56990,7313,54757,3487,587137,96563,14661,578208,58939,1280865,597484,14255,140972,162344,126549,323569,5953,664268,46833,24554,87060,100130,430,1075,95757,128416,118270,266036,269901,6040,45,426249,91269,12172,70327,641178,34515,162584,151457,104284,55581,48304,53463,129028,15995,738807,510932,347105
2006,AUG,506833,107176,198003,19619,47226,23525,135491,41711,62766,35669,51456,6590,97086,289735,98605,81482,4159,81053,3263,493092,100830,12365,507951,44519,920331,497403,11318,132075,164330,142993,212657,6113,334203,58973,17735,59752,95774,489,1010,85089,74710,100106,256497,200586,6403,86,663496,64920,12845,82714,516531,32592,158372,137773,101026,36552,49304,34453,112730,13601,635666,528254,337212
2006,SEP,330649,112335,91615,12935,34903,24219,119800,60371,81145,25313,36954,10002,64983,270245,43598,80212,2907,74328,565,287424,64344,9994,399117,26372,928487,344329,12178,118641,110435,142993,166756,1070,175177,73089,11402,25455,63316,530,970,69602,47244,72272,182440,83881,3539,61,334225,47368,9259,43661,412722,27631,107311,109449,58675,23279,27129,27115,67634,5038,428369,421502,298587
2006,OCT,249850,72615,39023,22837,97418,19483,82216,39063,52611,25440,23665,14352,28526,182068,550,74215,3021,87878,5,87759,319,6361,352556,11552,1128927,121273,19707,91843,112685,136383,115264,59,151276,105927,200,309,47937,160,225,34044,47891,32829,78600,114452,650,313,193254,46140,12188,25483,177716,40939,73627,233542,33289,26655,10731,35009,27425,530,146790,298771,235952
2006,NOV,33903,28087,20369,40705,31227,4361,32257,14303,15611,20439,21689,11804,150,98662,470,29970,4459,62638,0,16606,176,1810,239306,4624,702589,39656,16506,86418,104488,74361,95094,61,117678,128990,200,5,22613,125,140,7857,22271,11991,12070,35029,24,108,111836,30575,10016,14121,61323,42227,37129,66421,3073,46294,2346,27445,17483,60,12382,165499,128339
2006,DEC,13353,13551,9190,15124,34208,2249,17381,4836,5496,21408,15288,10858,500,133712,208,36876,5998,79837,5,10772,176,1042,183314,1907,502089,41022,9545,128738,114962,59057,78447,74,98222,103027,200,116,13702,50,155,5997,15426,9274,958,26415,0,132,80900,20427,6758,11901,54091,57674,33612,17064,1508,62104,249,26538,9986,35,19046,104514,66325
2005,JAN,10810,9894,11686,27226,36890,2454,11098,3957,4604,15567,19573,5120,5835,251858,403,26104,4682,125381,0,7444,58,1149,132660,2456,345009,44727,10681,104335,99838,58299,47189,39,65361,89602,0,11,17858,94,145,7207,83583,5188,21728,19639,7,0,87091,21068,11393,18157,60206,69802,32102,16573,1256,80247,3651,22601,12430,25,22297,91238,63566
2005,FEB,11831,16168,11158,35308,29993,3263,17219,5670,6462,16222,21574,5534,6811,136394,751,37201,5792,138049,4,12496,63,1056,151719,2952,347144,43863,9646,110961,108732,67287,48589,33,92084,107227,210,89,17338,110,160,5946,76496,5035,25010,16629,31,0,96880,20912,10988,18640,61932,83199,28188,18263,1308,77029,11260,20792,12910,95,29018,103756,70260
2005,MAR,18917,62843,17670,48227,35935,2814,38748,30907,28917,51648,41489,12560,10337,167899,2118,128271,7782,236941,4,16490,101,3101,356357,10057,524650,46293,23586,123900,119045,107762,95605,77,162410,267723,210,25,24369,274,180,7146,117729,16579,26358,25909,104,0,118618,46992,25265,24069,60125,122738,43344,33382,2349,115099,9214,55758,20656,230,17324,143335,195530
2005,APR,59773,71709,25338,56617,49550,6683,56390,39709,47550,29721,40623,9524,10392,173008,1451,99117,7440,174997,1,54609,224,3681,380473,9876,652265,47223,17345,115106,97255,137349,123495,78,185587,207664,210,249,28788,268,160,7620,160263,22892,27660,54048,229,0,115228,46691,25219,26641,60341,75455,55739,64318,21816,99043,439,42381,38703,520,26116,195385,230366
2005,MAY,110330,111718,62729,26924,50283,17785,114249,56291,83056,37080,38757,8780,23271,227866,27022,56257,7988,92696,269,131566,51792,8691,444253,40181,767056,151793,16724,127941,124291,135740,164309,689,240362,126323,210,19241,57008,220,200,21294,191388,52117,70631,94154,605,0,313764,53986,19579,39955,178599,50760,111303,124297,34961,70873,27740,47003,58520,2741,225811,304552,283547
2005,JUN,275175,110517,175943,39520,61005,33902,154760,46908,77067,54295,61422,4567,59306,293581,99756,26718,7765,71094,2822,286605,82032,11532,594410,57239,1124130,430930,13736,122234,80464,162378,303310,2702,310340,76272,5988,60602,77865,538,1023,49790,220291,95570,179269,151825,2091,0,439694,92034,13161,45277,417346,40169,123919,131690,83018,69029,44878,46867,90114,12624,560014,413124,339849
2005,JUL,468512,106555,230425,17881,87592,43429,174099,51275,74409,79411,64849,4609,95993,288451,114308,79294,6588,71419,3128,561774,81442,15496,611813,66396,1333994,602298,16218,148589,136564,153710,358000,5415,1021406,50610,26717,82374,104051,820,1100,90440,288849,105330,259385,283007,5626,0,452981,95002,12179,65385,658903,38220,170938,165894,116124,72605,48641,56873,135615,19134,743165,554567,347745
2005,AUG,519350,103403,222918,43332,45859,30978,165818,40225,64961,40716,52469,5135,120183,298267,108451,75828,5391,26747,2929,498836,84146,13230,572431,42963,997352,544255,10742,142755,211615,125808,271500,6120,306269,66270,12868,66226,91887,719,990,81669,241040,88348,266133,138327,6291,0,806537,75797,13977,63488,556353,47620,176490,145323,120339,48679,48349,40549,121524,14542,647288,485643,340826
