Year,Month,ACAD,ARCH,BADL,BIBE,BISC,BLCA,BRCA,CANY,CARE,CAVE,CHIS,CONG,CRLA,CUVA,DENA,DEVA,DRTO,EVER,GAAR,GLAC,GLBA,GRBA,GRCA,GRSA,GRSM,GRTE,GUMO,HALE,HAVO,HOSP,INDU,ISRO,JEFF,JOTR,KATM,KEFJ,KICA,KOVA,LACL,LAVO,MACA,MEVE,MORA,NERI,NOCA,NPSA,OLYM,PEFO,PINN,REDW,ROMO,SAGU,SEQU,SHEN,THRO,VIIS,VOYA,WHSA,WICA,WRST,YELL,YOSE,ZION
2021,JAN,20268,48725,14899,50298,25626,8759,37725,18837,20786,16219,1786,14159,8026,83399,1,80263,7519,123528,0,23317,173,1306,164922,4824,525801,66585,13801,46112,75767,62618,86065,0,25026,229995,0,31,27701,1100,0,10455,9297,7038,46604,31759,298,233,74962,24618,26793,11861,140715,186505,65177,37208,6866,18736,4679,45053,14840,25,35338,67284,172747
2021,FEB,16123,53986,11350,43889,19686,7287,35653,20164,25718,13270,5815,14064,7803,94375,9,109242,4641,93812,0,17138,173,1236,161428,4748,502459,53108,12590,51021,65565,75786,93430,0,21258,285687,0,23,21653,695,0,8616,11483,6331,12078,30747,288,740,75915,22807,31316,12189,133771,177726,54162,9771,5162,19680,7887,35766,10836,95,36897,128222,160232
2021,MAR,38060,151074,28182,89915,30745,7236,96800,87001,115728,30749,8814,22219,15312,181539,208,171617,8055,82016,0,30876,173,2596,317054,16152,931060,74754,31321,51871,75511,128516,171050,0,65025,375049,0,38,18571,764,0,8847,36663,15533,27045,70746,23,3433,116649,58099,38402,18889,155819,201010,79431,75294,15125,22302,1558,98118,16430,230,35611,159906,429455
2021,APR,110096,193912,42749,67628,30925,14159,201771,116971,165498,25859,18700,20036,25680,222989,1082,140477,7488,94693,0,53134,196,7856,421232,31134,1169469,87739,26595,63781,78467,145067,234442,39,61664,383735,0,13,37148,282,0,18873,47678,27916,44898,103139,22,1180,92336,37644,39597,36173,183792,124267,103101,114583,11993,26531,104,78723,43241,520,67508,257158,469775
2021,MAY,324654,225789,109764,53067,37128,34729,297905,134778,221206,29206,22465,24978,56746,241048,11540,80770,7497,95632,202,175277,1382,15816,484433,84669,1363183,363712,23686,79469,87590,311165,409271,1206,77153,285611,0,25943,82199,272,0,53906,42128,60106,90598,149601,751,940,110700,63185,40064,46008,335060,37630,134360,148399,76738,26367,29785,85197,77241,2003,473799,347005,610301
2021,JUN,661891,238499,256041,33533,30780,47411,374659,110508,189603,34015,24747,18298,95155,316008,53890,56077,8175,97092,1686,587237,9527,28680,538530,123564,1539247,752114,15384,89207,111943,363083,314081,5247,117599,181050,0,96643,104953,490,0,105549,63254,111115,242561,219853,2200,205,216260,79106,37029,62698,671232,19808,162201,159062,150232,32505,49166,72891,121608,10127,938845,429980,675799
2021,JUL,782144,211393,288004,27321,20898,54392,290076,81922,151042,53346,32400,16936,194712,271931,43998,52909,6880,74370,2355,796868,15660,26246,556766,116377,1730987,828777,16755,89064,130475,382406,594273,8335,363556,125568,0,121131,117408,612,0,120113,96985,108828,449104,285707,7207,164,536906,74003,29502,65381,904767,38297,182423,194287,176113,30037,53255,86436,154509,15569,1081062,509628,581496
2021,AUG,795426,166747,236282,20207,30588,47104,200617,65853,93792,29210,28747,12334,106379,298288,64389,42775,6274,57175,2196,670628,28998,21870,430684,90498,1398161,696564,15734,79648,125262,192985,437313,7513,118126,123163,0,110733,77707,620,0,558,47231,78743,366306,209977,3116,184,0,56110,18765,55133,746343,36688,155567,162911,157639,25667,55580,51453,119271,12371,921844,429821,466928
2021,SEP,667392,191917,138477,28985,18876,44884,294922,100238,164879,24922,30185,17309,64152,271179,25910,55804,6115,44673,894,710661,26312,20823,399321,59895,1355599,570584,13701,73192,99681,144841,352400,3272,78848,163241,0,50041,23595,1538,0,0,49594,64533,260910,176683,2958,93,0,54279,21721,88860,521233,38467,50597,158262,130018,13209,27166,47151,89468,8624,882078,353166,483180
2021,OCT,557624,169937,66941,49816,24666,22757,185621,102731,164192,34791,23478,19682,47196,0,223,108985,6789,50173,0,155834,6828,13582,430734,44515,1633547,245834,25150,74905,128209,148573,0,232,0,213088,0,7141,10991,1987,0,14856,57384,43012,123161,164962,867,112,0,59262,23448,70951,352736,57105,22545,291667,55777,16842,11031,63669,31657,530,316662,0,469379
2021,NOV,81089,98362,35792,59467,16662,12356,80143,0,0,28082,15498,17897,19410,0,0,133130,1580,18413,0,0,173,3208,345649,16903,1155227,61674,22906,64666,0,118176,0,0,0,334802,0,6,27376,1569,0,11484,0,16850,23613,105813,126,0,0,14098,23187,41680,164992,71952,25406,167748,8235,21860,0,56410,16374,60,33144,0,308560
2021,DEC,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,37192,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,JAN,12640,28462,10145,43740,79041,8107,32744,9051,14155,21319,18955,9672,3492,86140,1330,99063,5911,95635,0,13651,173,2619,246460,5232,438509,51648,14151,77427,130909,40840,82444,47,51753,268187,20,28,19845,1204,147,10770,14165,6872,12164,30180,2,2869,74888,26608,23959,24128,126866,124069,46368,27236,2103,29635,2585,40264,13641,25,25234,132742,126994
2020,FEB,13459,42416,9979,50584,91655,9112,38890,12120,20579,20860,20318,10220,3351,76877,2863,127628,5972,165994,0,18020,173,2244,252897,5820,426839,55197,14716,69447,124004,51743,87813,49,62958,298294,20,58,17975,733,203,11655,9992,7422,6783,31358,2,564,76248,29078,22021,21201,110667,146224,48821,35473,4190,34404,5316,41823,11687,95,41880,167778,133718
2020,MAR,28539,81623,17183,61413,11052,5849,45132,14490,45804,28925,13408,10790,5304,191063,1687,112464,3674,99917,0,24377,173,2693,276002,19560,487535,51455,19505,35688,61695,128723,93273,41,54112,226600,20,72,6605,267,309,6933,25860,10193,29088,56577,19,326,116314,45816,18537,9079,97690,98901,16625,133333,12204,16256,2149,48402,13942,230,32516,92324,207400
2020,APR,55713,0,17290,0,2358,19803,3223,0,13014,1138,365,0,686,239572,5,18361,200,4784,0,0,168,816,0,5227,99371,0,2321,0,60,133256,91272,0,30000,0,20,2,0,282,0,0,8441,0,98,52875,0,120,40297,0,1635,5212,0,22820,0,11514,3278,10552,0,0,29214,520,0,0,40396
2020,MAY,103120,13832,55637,0,43692,25976,69579,6304,90903,1338,2514,140,814,271067,105,19994,308,24446,0,0,286,4587,43397,0,828792,123756,0,0,580,45894,154428,0,31000,89831,21,4161,0,272,6,3108,12208,3029,4900,109036,0,120,66013,900,4640,25258,63051,22300,0,46903,19618,0,29681,0,36878,283,46219,0,178194
2020,JUN,201156,163699,167784,26735,32646,27583,195463,63685,158421,10124,13740,4278,59731,324285,10031,29404,4389,69851,5,202701,807,16222,232267,78191,1535660,468201,1588,2376,15903,146727,341505,240,50905,184139,7749,21121,60989,490,254,83355,32448,48110,105540,155085,1548,120,186034,40780,10364,29408,491355,20362,52901,180311,106279,3645,53895,1449,55498,70,573205,236534,377425
2020,JUL,493971,193824,238875,0,28770,61521,227563,70480,123274,18855,15323,12127,209678,345278,13802,42566,3928,43509,1178,453977,1480,23032,350003,102800,1726187,755766,8285,10048,36164,158359,427408,2160,33748,147037,14922,31809,101797,612,1482,135668,40736,49824,280106,170593,6260,120,510073,46925,10508,39126,723478,25649,194892,244677,124698,13639,62161,43251,89098,5410,955645,501068,449518
2020,AUG,681746,164539,220523,10860,34416,58097,210153,59334,106071,17002,18462,9554,222368,355108,14482,39387,3971,46912,1195,459121,1489,20133,303900,97370,1544254,710198,7767,1854,31876,178497,389689,2494,31610,134518,14771,32689,95540,620,1418,120112,38030,56923,345496,145611,16181,120,719170,41460,8526,38488,580368,24301,187702,222592,118836,14901,61797,45384,80890,6077,881829,375226,450183
2020,SEP,500320,203866,109186,26515,24678,48257,280398,74444,178879,16717,18147,11375,59093,296760,10523,38762,4510,20084,477,343911,476,25794,249010,66495,1400171,603789,14552,9608,25270,141100,225594,1404,32146,168181,13908,21158,42936,1538,902,67992,30167,44557,195942,108306,5023,100,334249,36854,5850,21343,500019,23934,88313,202100,87640,4072,31408,48269,67635,3320,837114,258561,520987
2020,OCT,480859,177864,40508,51231,17526,47739,228770,107063,120014,21424,26302,19039,61613,266407,13,66744,5384,20795,17,125544,179,17538,421568,53468,1739720,351173,25654,13997,27962,140286,227773,58,44372,253877,20,4704,40030,1987,0,72363,36532,37794,101916,111263,1830,96,188318,48509,15722,21833,297665,37950,65370,365398,50212,8740,11601,57660,23939,530,359889,249827,559342
2020,NOV,76251,103916,18926,62515,16320,23249,80618,52831,73268,9265,16745,17473,18270,179201,5,131552,3901,30813,0,29366,173,2691,275764,17734,1091098,57039,25402,42320,41888,106177,78893,0,33888,360238,20,33,21121,1569,227,16947,26625,13803,36523,50939,18,116,107430,36562,23139,15981,157875,52377,66044,152674,15371,13455,2479,42232,11652,60,24132,136799,319853
2020,DEC,21260,64042,10896,60314,20616,6327,52122,24112,36656,16868,3011,14638,26100,123870,4,94098,6395,79579,0,28196,171,1879,245830,9635,777584,61416,17315,56382,93464,76613,93014,0,29529,268640,20,47,8239,1611,0,13371,15188,8950,42198,32551,2,148,80143,30991,20839,14120,156165,163339,29050,44054,6874,18241,19,46649,14331,35,28643,117454,227244
2019,JAN,8532,21499,8981,29318,50873,4921,36860,7146,11893,3093,9193,7000,3120,88020,96,111954,6179,85838,0,13581,173,689,225056,4404,496743,56635,1049,53523,128836,73964,69916,4,18962,195993,100,21,20295,1098,0,8646,3651,95,12933,24106,9,792,72725,15341,1154,17129,118152,48968,36024,20245,2515,350,4458,4693,11431,25,33896,116746,98828
2019,FEB,9154,30239,8059,43129,59754,6369,29813,9705,12368,19470,22263,10910,2436,82061,2603,112925,6937,96953,0,11240,173,1060,213050,5154,421770,43913,9462,83666,120931,79322,85702,37,51416,261230,100,37,9227,695,0,6561,10346,3414,11743,28671,0,3772,73756,21342,11735,17768,99873,149371,28737,10264,1187,5753,7602,35531,14127,95,31650,111665,102269
2019,MAR,20161,132191,16517,83826,76685,12180,75853,60792,73416,56581,34951,17121,4800,126521,4613,178553,7417,146859,74,23989,195,2391,451228,19541,786305,65864,27831,93074,113452,125290,219070,55,164238,469183,100,40,22067,764,0,7944,45779,14992,32101,50675,26,7152,113720,55187,24681,30938,146414,186275,63343,38601,5935,5583,3214,83712,21375,230,28695,173610,296316
2019,APR,68046,168788,25083,49312,64172,25077,207061,89861,147156,37543,39218,15408,15898,177318,3686,177696,7720,131278,91,35491,3642,6100,562265,25183,999259,59105,20970,87763,103247,113397,107862,61,138309,374789,100,21,41156,808,0,12477,55210,32428,29632,95271,44,7452,159983,56567,16234,33179,160259,117802,93054,102672,10516,13680,213,62811,54922,520,48150,297207,372349
2019,MAY,226156,217474,71885,37411,79779,75198,327975,114464,196840,41516,39070,28786,44808,225949,53995,155378,8124,77435,454,167403,121332,11516,618598,68473,1096056,278529,25204,85159,102792,136514,142403,1055,165964,250928,100,28944,57345,778,367,25170,53461,60665,106136,111068,1241,7772,307426,72802,19398,62796,280351,75838,119816,150297,75682,10437,28198,64344,48780,4572,434385,393004,529553
2019,JUN,490720,225206,201516,21228,65173,75289,398290,92295,151410,57111,44915,13282,103442,284079,144156,122013,8041,68267,647,544088,132054,23246,643821,122086,1469857,625441,14376,85338,113015,149049,302203,4837,296149,187551,9690,91280,90612,1398,3751,63803,76995,108231,219641,177984,4520,3464,499728,95451,19061,76137,698224,49481,153882,170492,134590,10047,47387,62127,125106,16445,781853,496625,594896
2019,JUL,756439,208993,250898,21747,60239,51368,401970,64672,129372,69444,47581,10936,201191,284928,168078,142487,7692,63394,2852,879711,152932,23290,756860,103293,1613133,775788,13540,86267,133249,139005,449968,7714,583866,138967,37318,120632,102440,1750,5114,105535,102436,113166,365200,190138,10656,4059,517058,90546,13016,69750,973992,48553,193633,167335,149425,8191,52031,66363,146531,23372,936062,717462,629802
2019,AUG,759735,184890,207743,17238,46191,80046,383458,69297,127341,36354,49793,11028,163472,285616,154044,165632,6658,80177,5399,771874,145002,24674,700896,81085,1411231,702022,10532,84618,125357,181982,290469,8798,208999,120911,23772,78129,113009,1770,5580,98109,72400,87133,378305,157725,12576,4650,737996,62276,16795,55227,830039,51309,190139,195579,135584,18599,50586,48510,92237,20779,820006,703153,535322
2019,SEP,603273,207857,118262,21246,46723,48420,392428,97817,170057,28455,38681,8312,98266,226681,61504,168894,4694,60469,966,488909,111922,22735,578852,52946,1273326,517265,12157,98856,92720,143915,206226,3342,127764,160294,12587,33346,81206,1538,2345,75502,43525,70865,184166,113614,8581,3933,399907,52525,14165,55568,752320,44812,144639,176271,110576,7376,25517,43009,55196,7855,693118,584664,497443
2019,OCT,436194,149764,37727,42724,38582,25828,232094,82642,146664,33014,36691,13902,41635,203708,3863,138152,4432,70222,35,78408,4319,11772,551558,32180,1408013,186487,23513,73204,96054,137861,105984,402,122770,233995,100,4121,55118,1987,0,88428,48713,47270,74355,158930,373,6900,182944,57019,14084,42048,374003,64529,118187,236554,46043,13496,11047,50053,23537,530,171339,448939,429604
2019,NOV,46011,73420,15450,50688,59948,22684,65748,31582,42859,27519,25212,11765,16843,142329,1799,132013,5336,103643,0,20008,172,3330,347847,8606,851419,48132,15161,72075,107457,108534,79674,47,91836,291230,100,7,25439,1569,0,12879,22247,10201,48248,56165,101,8456,108204,32092,14786,24430,123376,87053,59502,127014,17086,16768,2472,38575,10950,60,15628,230598,230180
2019,DEC,12865,39381,8877,45965,60403,5438,43354,13723,17143,30591,22062,10995,8601,110787,2715,135248,5970,133765,0,15137,171,999,324380,4595,720631,46433,15038,90851,131266,78320,74808,58,85036,303476,100,23,14196,1611,0,11985,16827,7743,39161,31374,81,1604,72359,32440,12115,19752,113050,96235,45097,30183,2519,23118,249,49057,11158,35,25506,149188,171706
2018,JAN,11974,31810,10610,33434,27638,7600,32433,9575,15526,19172,15986,7186,9220,87889,890,80396,4236,33950,15,12222,173,1767,257366,3551,320864,54298,8327,97098,188100,73050,70652,32,40170,297435,100,30,19675,1089,0,10263,7719,8309,23928,40106,27,4144,124050,25215,15909,23502,111422,104478,39678,23798,2950,1131,4369,33285,11916,25,29179,129432,107960
2018,FEB,12167,40325,9456,42670,32586,5231,37132,14323,21053,21051,24878,11166,8000,85669,1710,129711,6474,66837,0,11847,173,2289,265949,5579,399156,47524,13443,89499,180291,96294,70450,67,52068,288392,100,39,15188,691,148,7194,11148,7400,18782,42114,35,2308,95948,27216,18793,16684,84245,131262,41244,19335,2149,1568,6955,35280,15543,95,34263,143321,127790
2018,MAR,23756,134951,16616,75897,49114,7687,95204,66521,84364,64669,30668,21238,11143,105152,4457,163823,5509,45018,280,21758,173,15705,503284,26387,689235,57276,12275,89853,174690,132156,128682,65,136466,404708,100,34,19901,771,222,7773,49184,21048,29624,64340,50,2119,113917,54614,22351,24118,156434,152999,65934,46587,9140,6766,5259,89760,24896,230,22741,170681,373523
2018,APR,72858,167156,21343,48454,53080,11728,185282,88731,137321,33182,37565,14186,19790,144536,3653,140669,4908,35737,155,28404,445,7318,549416,20899,820657,60541,19718,93034,163037,118540,93585,65,116666,325715,100,21,38693,858,215,21216,52052,34517,29400,119096,129,1768,161131,49638,25902,32580,151975,98936,84169,83868,16926,15599,286,57945,38002,520,37766,278349,483487
2018,MAY,249050,215255,84527,35993,22249,48554,340351,106796,193280,39735,33616,22489,52298,246129,52147,158670,5488,31090,226,195116,111753,12419,637703,63953,985145,296885,16579,104022,52759,129998,143790,961,143522,247786,100,24810,74150,825,452,34144,56309,64623,107122,159048,1646,772,305775,73753,24843,51464,305993,62140,131687,132856,83865,16530,28843,63027,46204,2230,446875,385670,500118
2018,JUN,499163,214443,208645,20335,52446,42306,409467,85834,149564,63091,39141,13120,110842,228620,141216,110111,5854,30697,1949,556304,121804,19034,673474,77494,1401741,627055,16341,102600,4458,144405,240295,4751,212462,153556,5140,73689,93585,1274,2454,75220,74990,99530,219842,167367,3198,944,462461,104583,27164,70581,720822,42723,156039,149418,132489,17525,48594,58971,116823,18430,810884,543690,541464
2018,JUL,759165,205493,263863,19416,54859,44962,430020,68150,140103,76302,49533,10544,179570,298486,168177,142972,6162,36653,2797,905959,130351,26568,799765,79486,1468273,795725,11514,123871,4117,177712,421553,7296,634978,130427,16676,99606,122539,1507,3925,114368,101397,106001,349140,178154,10270,1090,492372,81520,12797,72787,931929,49881,193884,178769,176271,20093,52789,67872,136829,24618,940563,504230,500350
2018,AUG,767219,183840,217350,16895,46332,46511,393821,74737,121651,37116,39684,12348,134628,250311,150861,182929,6484,26945,2980,667688,136280,17868,744826,71774,1195360,692074,13945,83129,3974,175012,204010,8813,241684,142015,10222,85055,115274,1541,4459,91422,61888,84092,325914,157141,7155,358,655793,64665,15122,57316,798306,49400,184413,175955,138851,16616,52468,47562,128984,24658,813970,441867,459415
2018,SEP,600397,206254,116826,21625,37170,46915,411456,96447,166826,31053,31267,5675,110911,192662,65251,150012,4845,37443,1153,434600,95962,34032,615783,49941,1369637,558788,12322,69877,32319,138285,167089,3168,154380,149124,4980,35090,86996,1404,2114,75514,44885,70929,191730,101712,5896,2303,345371,56831,13192,51968,784480,43637,135576,109786,103766,7959,26427,45752,79155,8019,724454,524387,481507
2018,OCT,488204,147996,33527,35547,29135,22062,227297,81353,138490,44238,26844,8870,58308,209344,3650,176518,643,58920,36,91973,383,11162,555094,29007,1263665,207534,19438,52879,86589,142710,132862,474,141037,221232,100,3149,53965,1880,207,45236,44821,45178,108455,129531,1660,4002,193677,52420,13799,35275,312757,62855,83442,202362,62543,2841,11106,45409,31128,530,218076,360776,377826
2018,NOV,40930,74155,16442,46998,29512,21674,73053,35062,42478,27358,21703,9691,21309,136691,1996,126623,4921,74544,0,20657,245,2506,408794,10430,867110,44651,21512,52581,106103,103819,52878,55,90061,299880,100,29,29260,1652,164,9480,21140,13382,86310,47474,19,5766,90207,29810,15851,22477,125349,96302,54590,119320,16265,3455,2408,41094,15670,60,13849,215854,218799
2018,DEC,12692,41879,9737,42827,35132,3732,43962,11920,16971,8945,15365,9416,4640,110564,652,116226,1286,119290,0,18781,173,2426,369041,4404,640357,48800,6933,85641,120454,74906,30233,51,52686,282112,100,44,29797,1445,119,7605,7673,8411,28244,26544,0,3052,63753,24657,16429,23784,106781,62792,58938,22826,4174,2204,152,17051,11247,35,22380,311179,147794
2017,JAN,15520,21549,10380,35105,30661,6925,27774,7434,10546,17746,18887,7458,1935,94019,725,66867,4492,194200,198,14690,173,1144,217102,3173,382161,45377,12105,105951,197836,78452,60576,47,30163,240124,100,27,15418,1400,171,9231,9842,5601,27204,24932,37,4788,96056,24592,12696,24830,95602,106868,28877,19961,1905,43527,3906,28725,11916,25,29518,120025,88561
2017,FEB,14342,38248,11149,41670,34689,3361,32979,18698,15835,20342,20325,13388,1402,90987,1467,78586,3900,120646,119,13802,172,2289,239154,6547,457921,44397,21610,86467,169822,85069,85561,67,30233,260139,100,46,11318,800,233,7203,11027,5737,21557,35676,6,3817,94433,21907,13476,16308,98832,129417,27306,43927,3459,47480,7729,34370,15543,95,32275,119421,110569
2017,MAR,20936,128508,21498,74735,36433,7147,82110,65115,58636,67429,32263,21778,8716,110435,3449,108119,7200,126818,280,19336,172,2199,502739,24744,690615,53366,51285,101252,165607,124670,90620,87,74140,404545,100,31,21097,900,348,7002,45290,21016,22768,60830,9,4838,114817,54971,28618,19301,145110,139654,58609,44352,7957,52123,1221,80791,24896,230,23897,166793,345476
2017,APR,85267,155286,23166,49609,41287,11292,153242,82159,146830,45744,33888,18696,15043,181533,5314,107559,6880,98915,155,38323,185,16671,590006,23064,867375,58403,18856,91200,151049,107420,102570,128,91530,361992,100,16,37205,900,336,10518,60668,34568,34679,95346,198,7496,202039,49474,34773,32127,158360,99335,94141,122666,22137,36005,331,60885,38002,520,45160,302553,515652
2017,MAY,222978,188726,85967,37045,55595,29218,330743,107756,175686,53960,37528,18947,38145,242698,62497,105660,5908,74300,355,177787,100414,27678,606247,67737,907646,255583,18076,105664,155710,133958,149426,1377,120796,221752,100,26598,75564,900,660,31173,50498,64239,97809,116762,1131,4666,350885,61584,24776,49170,263222,61633,131584,136232,79745,35278,29449,62169,46204,4715,419635,471844,509017
2017,JUN,476191,193060,213966,23500,46085,40616,376786,87253,135677,61408,44852,14104,136567,247225,158590,85150,5568,68958,2364,620962,108729,30982,726916,96529,1304711,637683,14733,101215,180135,157374,247641,4576,186788,125896,5140,75399,101999,1200,3992,58880,82062,111130,189348,165850,2981,5180,500191,82104,20556,59862,741247,45316,169618,163193,109297,27982,49235,56140,116823,14484,803652,565702,533252
2017,JUL,743529,192767,263506,20599,65142,44532,416608,75465,137856,81748,56194,10278,208237,282963,182400,135277,5628,52425,3145,1009665,116760,26286,837258,97242,1492508,739046,12234,106569,201554,177934,319946,8212,245532,124571,16676,100682,135073,1500,6336,122834,115323,119918,329618,196287,8560,6090,510184,81984,20705,68427,885478,51672,232403,199031,156123,28818,53350,67281,128984,21367,962404,633351,576349
2017,AUG,762436,177764,237125,16382,41633,40788,403964,78510,113514,42952,40750,13638,157429,284709,155201,172052,4276,85059,3533,908479,122709,20230,745613,73579,1235188,716690,14183,104603,183307,215752,462357,10251,217438,142340,10222,64760,102530,1600,6764,111514,84608,96470,323130,168439,9704,4421,764282,76121,15826,51747,782625,56232,200337,187626,160360,32910,52552,48936,103518,18752,916166,615892,529684
2017,SEP,595388,187603,127598,19734,6230,45983,380586,91372,168104,27714,33063,7821,84340,254864,68323,138167,176,17708,1013,389137,95615,23694,571946,47673,1282168,482661,10114,95214,141377,143475,405688,3046,120806,157084,4980,31297,85345,1600,3148,88592,41365,77036,195641,100736,6752,4218,411658,47260,12781,43677,681160,43075,147224,156788,92235,0,25963,41285,77574,7479,640068,566279,512940
2017,OCT,507594,138325,33426,35094,19456,54766,243118,81386,119114,31570,25495,11712,41231,189704,2434,111268,233,42574,15,84469,1748,13307,529825,29763,1336369,187499,17643,53030,147225,126573,82494,255,115574,223008,100,4707,54012,1800,264,40581,48939,51351,89520,128138,777,11494,194127,65029,15829,31446,332526,59768,89252,244484,54859,0,10990,44473,28696,530,211987,429827,422377
2017,NOV,53006,72867,16807,45739,34442,19473,74761,33138,48101,38440,23696,13307,9687,141098,918,91802,5020,49593,0,15594,207,2126,349326,10510,817238,45496,20336,52971,149202,104899,87193,69,88069,307770,100,12,29885,1500,258,10335,22779,14824,58164,45939,124,7666,91989,33237,15473,21096,140223,81806,58403,114778,18214,0,2414,42231,15994,60,10468,217927,222069
2017,DEC,12084,44325,9737,41064,35308,3042,49013,13985,20266,30973,16746,8468,9017,106644,1491,94320,5000,87361,0,13268,173,1422,338106,6374,564993,50799,14082,108254,173878,106040,64399,81,77119,284398,100,23,23486,1400,245,9393,15452,11898,26429,29723,47,4794,71335,29494,17825,27009,112830,89984,53502,25836,1712,285,110,45182,11774,35,21294,127276,138866
2016,JAN,17204,20311,10826,36716,35755,5510,24285,5050,10714,13534,15710,6850,3112,85195,500,69229,4616,116221,306,15674,173,838,189103,1503,379730,47501,8499,107269,167814,71988,56588,26,16552,193843,100,5,18269,1400,147,9627,11253,6222,34786,27770,25,374,97571,18776,13054,18194,115207,88923,41007,16626,3699,45838,5105,23939,10734,25,30621,139780,84145
2016,FEB,16530,33200,10921,44176,30663,3932,34330,14360,15529,13046,20168,6556,7170,83784,1303,93970,1313,120197,310,16548,173,2082,214361,3485,353532,53271,10791,101804,164194,70611,73072,34,8387,236807,100,18,14271,800,203,8730,9541,7899,26655,36067,16,466,103509,23269,20009,18711,105125,103376,33815,20687,3769,51319,8502,30804,13785,95,36327,201601,117510
2016,MAR,28121,119122,20501,54642,43331,2850,92080,47993,63776,51157,28054,19387,8961,104225,2948,209282,7167,134815,389,21257,173,9023,504295,10009,778211,55162,23426,108907,145909,125067,90653,52,8387,327072,100,17,16977,900,309,8967,48508,20491,28799,69000,92,2103,126255,49482,24605,38638,135053,118125,59292,56390,11237,54981,3004,71857,24239,230,22924,286990,359920
2016,APR,94199,151112,22812,37280,50964,9871,137698,97038,90702,27222,26142,14227,20389,171879,5057,109486,6729,65054,172,55125,2505,10051,464922,13851,859420,59287,15690,99227,129986,103658,99945,60,98719,242959,100,281,27366,900,298,12294,54541,28457,50395,69164,56,1677,171641,54262,27035,42544,129967,83290,73518,93020,12701,33678,350,48717,38373,520,59253,305092,395768
2016,MAY,217147,201718,78863,40935,61050,28055,292369,128507,174851,40834,33476,16201,40627,255362,50776,101842,7095,73548,164,183925,80664,15150,588591,50657,1018224,292318,16276,111482,138100,137061,175447,1032,138336,220378,100,26326,60356,900,596,29355,50686,58043,93828,129650,572,1855,341524,59516,23360,57045,285868,57396,127056,137816,71977,38334,28844,57795,51752,4706,444630,457309,447976
2016,JUN,445410,211706,196209,18630,43964,34433,380354,111544,132427,60625,39342,13592,122905,306943,139310,53042,8969,64110,1349,485017,115336,17534,700421,77174,1364138,603154,13126,108549,165905,149318,242632,4040,207288,110505,5140,79499,84684,1200,3647,74193,80641,104543,187037,175066,4197,1512,459305,95672,17569,72858,700990,37587,160327,158017,122044,35527,48611,51861,114636,16481,838316,703614,544890
2016,JUL,696854,210359,249194,16165,70830,47029,384390,77543,125552,89963,49119,8229,190231,335174,160357,103950,7692,53064,3026,818481,115207,33885,839086,79425,1464456,758253,13619,107644,182278,190199,308792,7567,264652,149299,16676,107851,120909,1500,5982,120958,119420,119412,296922,182434,7435,1256,563492,110214,18818,86244,912507,40050,221476,195953,162933,34154,54668,63078,124710,25520,995917,780728,599961
2016,AUG,735945,188340,217071,16144,46961,34384,365738,72813,105670,43799,45123,11052,176895,332781,151365,116843,6834,47351,3137,748565,120251,17744,743158,59329,1183778,633657,11237,116376,180413,181221,219929,8878,173446,148427,10222,90335,91602,1600,6188,105114,72008,93570,313699,153474,9782,4107,813267,71512,16784,63767,772849,42248,191657,176133,160125,20209,51770,45378,104543,23142,841036,692450,477507
2016,SEP,570434,200906,129350,18406,44645,38169,366702,94864,150775,33676,39450,11646,131760,236792,69907,141517,6329,44750,1027,482592,84965,22978,578006,47478,1165098,492451,15125,100997,126474,147133,179245,2911,120732,156795,4980,37921,81525,1600,2989,88631,46909,72553,195579,96567,5544,4876,409680,53778,13419,49344,711110,38865,150580,147462,101499,9281,27569,45679,78141,7703,701754,598428,497825
2016,OCT,412416,146250,33380,26806,24114,19113,180925,82181,137855,32932,28906,12749,38985,245369,2934,110588,4347,55600,29,75797,350,12030,517791,30776,1466584,186185,18984,109571,146883,161294,115180,235,119830,220065,100,4180,51885,1800,301,64396,52302,50419,76232,153894,804,2383,114112,51338,10663,46653,398525,51086,92679,263082,78667,11233,11002,43872,28696,530,242004,483232,412916
2016,NOV,55022,69404,17970,45443,33694,8955,67714,29856,38628,27810,20029,10792,10325,149398,1446,99779,6262,69074,18,30823,201,2222,333204,10574,810894,50508,21663,98511,162033,118453,82775,70,83136,248731,100,39,25597,1500,227,8373,24986,14510,27114,63982,105,3589,117426,30888,13980,18915,158553,67524,57513,142558,23088,30106,2291,36041,15994,60,24710,218998,232271
2016,DEC,14111,33290,9166,32947,28738,5717,38525,14469,18425,32175,19288,12562,4984,116488,1509,86755,6308,87123,120,12877,173,1309,296873,4047,468721,38329,13403,93221,177591,88297,53965,61,32390,250405,100,62,14038,1400,215,5430,15719,7408,25867,40863,18,4694,72439,24567,16259,23384,91831,91956,45768,29597,2141,46683,196,36772,11774,35,19685,160646,124438
